site,subject,block_type,model,n_trials,cv_auc,cv_auc_std
Oberlin,3202026002,full_sentence,true_label_baseline,149,0.5647664835164836,0.10514537904067424
Oberlin,3202026002,full_sentence,trial_order_only,149,0.5609203296703296,0.09732450633767797
Oberlin,3202026002,full_sentence,single_pearson_raw,149,0.6236950549450551,0.05997196744816627
Oberlin,3202026002,full_sentence,single_lagged_xcorr_max,149,0.5567994505494506,0.1249336785174245
Oberlin,3202026002,full_sentence,single_envelope_corr,149,0.6413461538461538,0.050725048118077994
Oberlin,3202026002,full_sentence,single_log_spectrum_corr,149,0.5532967032967033,0.1027621265017372
Oberlin,3202026002,full_sentence,single_mfcc_cosine,149,0.5450549450549451,0.05284017684808629
Oberlin,3202026002,full_sentence,all_metrics,149,0.6375,0.05782241020961489
Oberlin,3202026002,imagined_sentence,true_label_baseline,149,0.5365101809954751,0.0638374235607496
Oberlin,3202026002,imagined_sentence,trial_order_only,149,0.5897058823529412,0.06777103909860686
Oberlin,3202026002,imagined_sentence,single_pearson_raw,149,0.5819570135746607,0.09934168612706107
Oberlin,3202026002,imagined_sentence,single_lagged_xcorr_max,149,0.614027149321267,0.1590521874394456
Oberlin,3202026002,imagined_sentence,single_envelope_corr,149,0.5687782805429864,0.07794897477881937
Oberlin,3202026002,imagined_sentence,single_log_spectrum_corr,149,0.5659502262443439,0.07785205617478495
Oberlin,3202026002,imagined_sentence,single_mfcc_cosine,149,0.5746606334841629,0.05745002804743486
Oberlin,3202026002,imagined_sentence,all_metrics,149,0.5825226244343891,0.16017560290792457
Oberlin,4142026001,full_sentence,true_label_baseline,149,0.4538543328017012,0.110296468430581
Oberlin,4142026001,full_sentence,trial_order_only,149,0.5766214779372675,0.16536955316501403
Oberlin,4142026001,full_sentence,single_pearson_raw,149,0.5134901648059543,0.12144546287840934
Oberlin,4142026001,full_sentence,single_lagged_xcorr_max,149,0.5381357433989014,0.1316135321746939
Oberlin,4142026001,full_sentence,single_envelope_corr,149,0.5559011164274322,0.16261999643103595
Oberlin,4142026001,full_sentence,single_log_spectrum_corr,149,0.532314371788056,0.1424230731143383
Oberlin,4142026001,full_sentence,single_mfcc_cosine,149,0.5560074428495481,0.15106740248499254
Oberlin,4142026001,full_sentence,all_metrics,149,0.48223905723905724,0.14996433235392417
Oberlin,4142026001,imagined_sentence,true_label_baseline,149,0.4584126984126984,0.10596632094254885
Oberlin,4142026001,imagined_sentence,trial_order_only,149,0.39428042328042323,0.021384332150984498
Oberlin,4142026001,imagined_sentence,single_pearson_raw,149,0.4277566137566137,0.07359660438829115
Oberlin,4142026001,imagined_sentence,single_lagged_xcorr_max,149,0.5211481481481482,0.1401506422173205
Oberlin,4142026001,imagined_sentence,single_envelope_corr,149,0.43480423280423286,0.04889116099074424
Oberlin,4142026001,imagined_sentence,single_log_spectrum_corr,149,0.39261904761904765,0.01189565789457531
Oberlin,4142026001,imagined_sentence,single_mfcc_cosine,149,0.4077354497354498,0.05827719070597144
Oberlin,4142026001,imagined_sentence,all_metrics,149,0.5028359788359789,0.07076524330986071
Oberlin,4142026002,full_sentence,true_label_baseline,149,0.5371428571428571,0.053992524887841384
Oberlin,4142026002,full_sentence,trial_order_only,149,0.4443809523809524,0.11768017176614139
Oberlin,4142026002,full_sentence,single_pearson_raw,149,0.5758095238095239,0.09387434174627697
Oberlin,4142026002,full_sentence,single_lagged_xcorr_max,149,0.47777777777777786,0.054686536587633845
Oberlin,4142026002,full_sentence,single_envelope_corr,149,0.4276190476190477,0.06592787923762582
Oberlin,4142026002,full_sentence,single_log_spectrum_corr,149,0.4861587301587302,0.0698209494248254
Oberlin,4142026002,full_sentence,single_mfcc_cosine,149,0.553015873015873,0.06274480903405942
Oberlin,4142026002,full_sentence,all_metrics,149,0.537079365079365,0.0762931583207221
Oberlin,4142026002,imagined_sentence,true_label_baseline,149,0.558710407239819,0.060792249640983745
Oberlin,4142026002,imagined_sentence,trial_order_only,149,0.4840457336780866,0.100608276467487
Oberlin,4142026002,imagined_sentence,single_pearson_raw,149,0.6049490950226245,0.07987971406373585
Oberlin,4142026002,imagined_sentence,single_lagged_xcorr_max,149,0.5290643180349063,0.09280577322237342
Oberlin,4142026002,imagined_sentence,single_envelope_corr,149,0.4186328377504848,0.057006409313734276
Oberlin,4142026002,imagined_sentence,single_log_spectrum_corr,149,0.36773190045248866,0.051767852663060505
Oberlin,4142026002,imagined_sentence,single_mfcc_cosine,149,0.5191257272139624,0.09779240503039621
Oberlin,4142026002,imagined_sentence,all_metrics,149,0.5562823206205559,0.06066419152910963
UChicago,3292026001,full_sentence,true_label_baseline,149,0.5574095022624435,0.09323799517576016
UChicago,3292026001,full_sentence,trial_order_only,149,0.5520361990950227,0.06693162746461756
UChicago,3292026001,full_sentence,single_pearson_raw,149,0.5921945701357465,0.07361290073905495
UChicago,3292026001,full_sentence,single_lagged_xcorr_max,149,0.5877828054298642,0.07682186580888399
UChicago,3292026001,full_sentence,single_envelope_corr,149,0.5102941176470589,0.059058441485168124
UChicago,3292026001,full_sentence,single_log_spectrum_corr,149,0.5295248868778281,0.055085271105907885
UChicago,3292026001,full_sentence,single_mfcc_cosine,149,0.5493778280542987,0.06383228665654267
UChicago,3292026001,full_sentence,all_metrics,149,0.605316742081448,0.06827970337336006
UChicago,3292026001,imagined_sentence,true_label_baseline,149,0.4600595238095238,0.09120679326849504
UChicago,3292026001,imagined_sentence,trial_order_only,149,0.5734325396825397,0.07353139267854697
UChicago,3292026001,imagined_sentence,single_pearson_raw,149,0.5710793650793651,0.07797948476421031
UChicago,3292026001,imagined_sentence,single_lagged_xcorr_max,149,0.5615277777777778,0.06987143107756139
UChicago,3292026001,imagined_sentence,single_envelope_corr,149,0.5867341269841271,0.09772817780565339
UChicago,3292026001,imagined_sentence,single_log_spectrum_corr,149,0.5550515873015873,0.06819562105565534
UChicago,3292026001,imagined_sentence,single_mfcc_cosine,149,0.5976944444444445,0.10805838590514064
UChicago,3292026001,imagined_sentence,all_metrics,149,0.5581230158730158,0.13654963348961305
UChicago,4032026001,full_sentence,true_label_baseline,149,0.5309523809523811,0.07295856425057769
UChicago,4032026001,full_sentence,trial_order_only,149,0.5488095238095237,0.08227107832524248
UChicago,4032026001,full_sentence,single_pearson_raw,149,0.5262499999999999,0.09888343477787061
UChicago,4032026001,full_sentence,single_lagged_xcorr_max,149,0.5198809523809522,0.07632693323435344
UChicago,4032026001,full_sentence,single_envelope_corr,149,0.6083333333333333,0.09399957332126832
UChicago,4032026001,full_sentence,single_log_spectrum_corr,149,0.5261309523809524,0.08168293430925222
UChicago,4032026001,full_sentence,single_mfcc_cosine,149,0.5582738095238096,0.08569390465362509
UChicago,4032026001,full_sentence,all_metrics,149,0.5782142857142858,0.09058448249776425
UChicago,4032026001,imagined_sentence,true_label_baseline,149,0.45551568314726215,0.034959399581213524
UChicago,4032026001,imagined_sentence,trial_order_only,149,0.5550283537125642,0.10280075849878915
UChicago,4032026001,imagined_sentence,single_pearson_raw,149,0.5430710614921141,0.09248894008141198
UChicago,4032026001,imagined_sentence,single_lagged_xcorr_max,149,0.4913343965975544,0.07813443086634385
UChicago,4032026001,imagined_sentence,single_envelope_corr,149,0.5664407230196704,0.1006762509460313
UChicago,4032026001,imagined_sentence,single_log_spectrum_corr,149,0.48635920609604827,0.08474494930076111
UChicago,4032026001,imagined_sentence,single_mfcc_cosine,149,0.5465709728867625,0.0927041147573903
UChicago,4032026001,imagined_sentence,all_metrics,149,0.5194976076555025,0.07032827637453987
UChicago,4042026001,full_sentence,true_label_baseline,149,0.4579761904761905,0.09055416439536286
UChicago,4042026001,full_sentence,trial_order_only,149,0.550718253968254,0.11881528943395872
UChicago,4042026001,full_sentence,single_pearson_raw,149,0.46284523809523803,0.08352960220451457
UChicago,4042026001,full_sentence,single_lagged_xcorr_max,149,0.503357142857143,0.07899446541937874
UChicago,4042026001,full_sentence,single_envelope_corr,149,0.4535396825396825,0.036578603535175065
UChicago,4042026001,full_sentence,single_log_spectrum_corr,149,0.5144603174603175,0.12409037856398937
UChicago,4042026001,full_sentence,single_mfcc_cosine,149,0.46954761904761905,0.06404501946888976
UChicago,4042026001,full_sentence,all_metrics,149,0.4382261904761905,0.04491587697052392
UChicago,4042026001,imagined_sentence,true_label_baseline,149,0.5372619047619047,0.11688139253377723
UChicago,4042026001,imagined_sentence,trial_order_only,149,0.43892857142857145,0.044965264371512374
UChicago,4042026001,imagined_sentence,single_pearson_raw,149,0.4251190476190477,0.09499235409021564
UChicago,4042026001,imagined_sentence,single_lagged_xcorr_max,149,0.4636904761904762,0.076399452990408
UChicago,4042026001,imagined_sentence,single_envelope_corr,149,0.5699404761904763,0.08079137525251534
UChicago,4042026001,imagined_sentence,single_log_spectrum_corr,149,0.503452380952381,0.1012325892759801
UChicago,4042026001,imagined_sentence,single_mfcc_cosine,149,0.43744047619047616,0.060959007266304994
UChicago,4042026001,imagined_sentence,all_metrics,149,0.5099404761904761,0.06514679046883295
UChicago,4042026002,full_sentence,true_label_baseline,149,0.5517291531997415,0.06627448137420217
UChicago,4042026002,full_sentence,trial_order_only,149,0.41509776987718167,0.05727620406792917
UChicago,4042026002,full_sentence,single_pearson_raw,149,0.3504242081447964,0.07957761884293918
UChicago,4042026002,full_sentence,single_lagged_xcorr_max,149,0.45269069166127995,0.07390243578981177
UChicago,4042026002,full_sentence,single_envelope_corr,149,0.38190449256625725,0.06583648278606045
UChicago,4042026002,full_sentence,single_log_spectrum_corr,149,0.4465780542986425,0.12261166485890898
UChicago,4042026002,full_sentence,single_mfcc_cosine,149,0.44853345184227533,0.06837128730310377
UChicago,4042026002,full_sentence,all_metrics,149,0.393204589528119,0.10979570857762654
UChicago,4042026002,imagined_sentence,true_label_baseline,149,0.47797619047619044,0.06891278912994986
UChicago,4042026002,imagined_sentence,trial_order_only,149,0.572202380952381,0.09169518727618431
UChicago,4042026002,imagined_sentence,single_pearson_raw,149,0.5570238095238095,0.08135526496989606
UChicago,4042026002,imagined_sentence,single_lagged_xcorr_max,149,0.5619642857142857,0.08940813036581295
UChicago,4042026002,imagined_sentence,single_envelope_corr,149,0.5852380952380953,0.10756688579964989
UChicago,4042026002,imagined_sentence,single_log_spectrum_corr,149,0.5570238095238095,0.09529957093268913
UChicago,4042026002,imagined_sentence,single_mfcc_cosine,149,0.5537500000000001,0.07083548416102295
UChicago,4042026002,imagined_sentence,all_metrics,149,0.5798809523809524,0.08106732036301065
UChicago,4042026003,full_sentence,true_label_baseline,149,0.4614132191338074,0.11792552333921455
UChicago,4042026003,full_sentence,trial_order_only,149,0.5291006787330317,0.04805854162358264
UChicago,4042026003,full_sentence,single_pearson_raw,149,0.5131060116354235,0.08599249672856912
UChicago,4042026003,full_sentence,single_lagged_xcorr_max,149,0.5420935681965094,0.09297022113809122
UChicago,4042026003,full_sentence,single_envelope_corr,149,0.40868616677440206,0.1025241256604625
UChicago,4042026003,full_sentence,single_log_spectrum_corr,149,0.47127908855850026,0.057657159061332244
UChicago,4042026003,full_sentence,single_mfcc_cosine,149,0.4835164835164836,0.09559112102025136
UChicago,4042026003,full_sentence,all_metrics,149,0.4043026826115062,0.1211584032131288
UChicago,4042026003,imagined_sentence,true_label_baseline,149,0.5791071428571428,0.07262304828948687
UChicago,4042026003,imagined_sentence,trial_order_only,149,0.41660714285714284,0.08043765807589559
UChicago,4042026003,imagined_sentence,single_pearson_raw,149,0.4782738095238095,0.0590351969460427
UChicago,4042026003,imagined_sentence,single_lagged_xcorr_max,149,0.4902380952380952,0.03938182687461132
UChicago,4042026003,imagined_sentence,single_envelope_corr,149,0.4013095238095238,0.07873598388748412
UChicago,4042026003,imagined_sentence,single_log_spectrum_corr,149,0.46761904761904755,0.05978199956220376
UChicago,4042026003,imagined_sentence,single_mfcc_cosine,149,0.42833333333333334,0.07033548534606276
UChicago,4042026003,imagined_sentence,all_metrics,149,0.4677976190476191,0.07384249455609943
UChicago,4062026001,full_sentence,true_label_baseline,149,0.4145240788623141,0.08914431623980439
UChicago,4062026001,full_sentence,trial_order_only,149,0.4050258564964448,0.05726842318032387
UChicago,4062026001,full_sentence,single_pearson_raw,149,0.38853829993535877,0.05176715269992639
UChicago,4062026001,full_sentence,single_lagged_xcorr_max,149,0.556060116354234,0.11083030918713412
UChicago,4062026001,full_sentence,single_envelope_corr,149,0.38852617970265024,0.07826252570332853
UChicago,4062026001,full_sentence,single_log_spectrum_corr,149,0.49471961861667746,0.10351541084939161
UChicago,4062026001,full_sentence,single_mfcc_cosine,149,0.5118414673561732,0.07848267248030695
UChicago,4062026001,full_sentence,all_metrics,149,0.5275008080155139,0.06694701791477023
UChicago,4062026001,imagined_sentence,true_label_baseline,149,0.4708928571428572,0.06047115183359446
UChicago,4062026001,imagined_sentence,trial_order_only,149,0.4553015873015873,0.06415790547917638
UChicago,4062026001,imagined_sentence,single_pearson_raw,149,0.46911507936507935,0.09441173536565436
UChicago,4062026001,imagined_sentence,single_lagged_xcorr_max,149,0.5119047619047619,0.11029870800994059
UChicago,4062026001,imagined_sentence,single_envelope_corr,149,0.4437738095238096,0.07935796833222289
UChicago,4062026001,imagined_sentence,single_log_spectrum_corr,149,0.5044047619047619,0.053227845886597625
UChicago,4062026001,imagined_sentence,single_mfcc_cosine,149,0.432186507936508,0.07068270231571196
UChicago,4062026001,imagined_sentence,all_metrics,149,0.48978174603174607,0.060690007076385506
UChicago,4182026001,full_sentence,true_label_baseline,149,0.5248366013071897,0.08700055951382088
UChicago,4182026001,full_sentence,trial_order_only,149,0.6474400871459695,0.1072377154534932
UChicago,4182026001,full_sentence,single_pearson_raw,149,0.6241830065359478,0.11530373734892853
UChicago,4182026001,full_sentence,single_lagged_xcorr_max,149,0.6196623093681918,0.06701064306725923
UChicago,4182026001,full_sentence,single_envelope_corr,149,0.6407952069716776,0.09719971606242621
UChicago,4182026001,full_sentence,single_log_spectrum_corr,149,0.664161220043573,0.1293410034456287
UChicago,4182026001,full_sentence,single_mfcc_cosine,149,0.6330610021786491,0.10653330233604774
UChicago,4182026001,full_sentence,all_metrics,149,0.5963507625272332,0.08603413152467078
UChicago,4182026001,imagined_sentence,true_label_baseline,149,0.5720238095238095,0.10268918164641727
UChicago,4182026001,imagined_sentence,trial_order_only,149,0.5926111111111112,0.09253728794309865
UChicago,4182026001,imagined_sentence,single_pearson_raw,149,0.5867103174603174,0.06804414083549602
UChicago,4182026001,imagined_sentence,single_lagged_xcorr_max,149,0.5748373015873016,0.08054697780587966
UChicago,4182026001,imagined_sentence,single_envelope_corr,149,0.5715277777777779,0.08436499163787643
UChicago,4182026001,imagined_sentence,single_log_spectrum_corr,149,0.5887579365079365,0.09180606078399307
UChicago,4182026001,imagined_sentence,single_mfcc_cosine,149,0.5743849206349207,0.09816789348438468
UChicago,4182026001,imagined_sentence,all_metrics,149,0.5398055555555556,0.08458829829900048
UChicago,4182026002,full_sentence,true_label_baseline,149,0.4225759534583064,0.03462336907193782
UChicago,4182026002,full_sentence,trial_order_only,149,0.5500040400775695,0.0530939788272925
UChicago,4182026002,full_sentence,single_pearson_raw,149,0.5264988687782806,0.03230271906473264
UChicago,4182026002,full_sentence,single_lagged_xcorr_max,149,0.5917622818358113,0.05818467706570829
UChicago,4182026002,full_sentence,single_envelope_corr,149,0.5094335811247576,0.050036399027469994
UChicago,4182026002,full_sentence,single_log_spectrum_corr,149,0.4773230446024564,0.07450195039757677
UChicago,4182026002,full_sentence,single_mfcc_cosine,149,0.5461457659987071,0.07868065909572898
UChicago,4182026002,full_sentence,all_metrics,149,0.5129403684550743,0.044976428419315796
UChicago,4182026002,imagined_sentence,true_label_baseline,149,0.5460714285714285,0.028441171332372537
UChicago,4182026002,imagined_sentence,trial_order_only,149,0.5534325396825397,0.11473891896967242
UChicago,4182026002,imagined_sentence,single_pearson_raw,149,0.5083809523809524,0.07096991811250693
UChicago,4182026002,imagined_sentence,single_lagged_xcorr_max,149,0.5465436507936507,0.11793453073605922
UChicago,4182026002,imagined_sentence,single_envelope_corr,149,0.4891230158730159,0.0831595773565646
UChicago,4182026002,imagined_sentence,single_log_spectrum_corr,149,0.43259920634920634,0.060963160939091425
UChicago,4182026002,imagined_sentence,single_mfcc_cosine,149,0.5846984126984127,0.16484907166044846
UChicago,4182026002,imagined_sentence,all_metrics,149,0.5351111111111111,0.1245232161811716
UChicago,4192026001,full_sentence,true_label_baseline,149,0.5783371040723982,0.09687941576724203
UChicago,4192026001,full_sentence,trial_order_only,149,0.5790158371040725,0.058457900402330766
UChicago,4192026001,full_sentence,single_pearson_raw,149,0.5797511312217194,0.08936651583710413
UChicago,4192026001,full_sentence,single_lagged_xcorr_max,149,0.581052036199095,0.019842867202110644
UChicago,4192026001,full_sentence,single_envelope_corr,149,0.5819004524886877,0.062410641265399705
UChicago,4192026001,full_sentence,single_log_spectrum_corr,149,0.5999434389140272,0.05720101791509592
UChicago,4192026001,full_sentence,single_mfcc_cosine,149,0.5337669683257917,0.09454259541834445
UChicago,4192026001,full_sentence,all_metrics,149,0.5360294117647058,0.08489809583952379
UChicago,4192026001,imagined_sentence,true_label_baseline,149,0.47038809144072297,0.06530518946149481
UChicago,4192026001,imagined_sentence,trial_order_only,149,0.537856636540847,0.1078002939167561
UChicago,4192026001,imagined_sentence,single_pearson_raw,149,0.4450691121743753,0.09270293208459411
UChicago,4192026001,imagined_sentence,single_lagged_xcorr_max,149,0.47803916356547943,0.14037753709647133
UChicago,4192026001,imagined_sentence,single_envelope_corr,149,0.5119971646287436,0.04712655493878743
UChicago,4192026001,imagined_sentence,single_log_spectrum_corr,149,0.540062909799752,0.08877046860426392
UChicago,4192026001,imagined_sentence,single_mfcc_cosine,149,0.4802277157540315,0.11869087603520999
UChicago,4192026001,imagined_sentence,all_metrics,149,0.4072346269714691,0.06691059612006726
UChicago,4192026002,full_sentence,true_label_baseline,149,0.5309954751131222,0.041270838113388456
UChicago,4192026002,full_sentence,trial_order_only,149,0.47205882352941175,0.07039399251893794
UChicago,4192026002,full_sentence,single_pearson_raw,149,0.5483597285067873,0.08233126175287862
UChicago,4192026002,full_sentence,single_lagged_xcorr_max,149,0.4985294117647059,0.06471893359501824
UChicago,4192026002,full_sentence,single_envelope_corr,149,0.5544683257918551,0.05822979596232966
UChicago,4192026002,full_sentence,single_log_spectrum_corr,149,0.4489253393665158,0.06095269942947744
UChicago,4192026002,full_sentence,single_mfcc_cosine,149,0.4296945701357465,0.10279619097243967
UChicago,4192026002,full_sentence,all_metrics,149,0.5106900452488687,0.05787180399177603
UChicago,4192026002,imagined_sentence,true_label_baseline,149,0.5520361990950227,0.09862291754454985
UChicago,4192026002,imagined_sentence,trial_order_only,149,0.45734456175632643,0.07081189665521627
UChicago,4192026002,imagined_sentence,single_pearson_raw,149,0.5589617898441428,0.116632190426815
UChicago,4192026002,imagined_sentence,single_lagged_xcorr_max,149,0.4404558404558405,0.03775360880893658
UChicago,4192026002,imagined_sentence,single_envelope_corr,149,0.432516339869281,0.05987630099044976
UChicago,4192026002,imagined_sentence,single_log_spectrum_corr,149,0.5092885872297637,0.10979409845884416
UChicago,4192026002,imagined_sentence,single_mfcc_cosine,149,0.5088067705714765,0.0627236310552181
UChicago,4192026002,imagined_sentence,all_metrics,149,0.48971007206301315,0.08254208985786748
